Mod:Item:MetaData, Localized Name
actuallyadditions:blockColoredLampOn:13, Green Lamp (On)
actuallyadditions:blockColoredLampOn:14, Red Lamp (On)
actuallyadditions:blockColoredLampOn:15, Black Lamp (On)
actuallyadditions:blockLampPowerer, Lamp Controller
actuallyadditions:blockTreasureChest, Treasure Chest
actuallyadditions:blockEnergizer, Energizer
actuallyadditions:blockEnervator, Enervator
actuallyadditions:blockLavaFactoryController, Lava Factory Controller
actuallyadditions:blockCanolaPress, Canola Press
actuallyadditions:blockPhantomface, Phantomface
actuallyadditions:blockPhantomPlacer, Phantom Placer
actuallyadditions:blockPhantomLiquiface, Phantom Liquiface
actuallyadditions:blockPhantomEnergyface, Phantom Energyface
actuallyadditions:blockPhantomRedstoneface, Phantom Redstoneface
actuallyadditions:blockPhantomBreaker, Phantom Breaker
actuallyadditions:blockCoalGenerator, Coal Generator
actuallyadditions:blockOilGenerator, Oil Generator
actuallyadditions:blockFermentingBarrel, Fermenting Barrel
actuallyadditions:blockRice, Rice Plant
actuallyadditions:blockCanola, Canola Plant
actuallyadditions:blockFlax, Flax Plant
actuallyadditions:blockCoffee, Coffee Plant
actuallyadditions:blockCompost, Compost
actuallyadditions:blockMisc:0, Pillar of Black Quartz
actuallyadditions:blockMisc:1, Chiseled Block of Black Quartz
actuallyadditions:blockMisc:2, Block of Black Quartz
actuallyadditions:blockMisc:3, Black Quartz Ore
actuallyadditions:blockMisc:4, Wood Casing
actuallyadditions:blockMisc:5, Block of Charcoal
actuallyadditions:blockMisc:6, Block of Enderpearl
actuallyadditions:blockMisc:7, Casing
actuallyadditions:blockMisc:8, Ender Casing
actuallyadditions:blockMisc:9, Iron Casing
actuallyadditions:blockFeeder, Automatic Feeder
actuallyadditions:blockGiantChest, Small Storage Crate
actuallyadditions:blockGiantChestMedium, Medium Storage Crate
actuallyadditions:blockGiantChestLarge, Large Storage Crate
actuallyadditions:blockGrinder, Crusher
actuallyadditions:blockGrinderDouble, Double Crusher
actuallyadditions:blockFurnaceDouble, Powered Furnace
actuallyadditions:blockInputter, ESD
actuallyadditions:blockInputterAdvanced, Advanced ESD
actuallyadditions:blockFishingNet, Fishing Net
actuallyadditions:blockFurnaceSolar, Solar Panel
actuallyadditions:blockHeatCollector, Heat Collector
actuallyadditions:blockItemRepairer, Item Repairer
actuallyadditions:blockGreenhouseGlass, Greenhouse Glass
actuallyadditions:blockBreaker, Auto-Breaker
actuallyadditions:blockPlacer, Auto-Placer
actuallyadditions:blockDropper, Automatic Precision Dropper
actuallyadditions:blockFluidPlacer, Fluid Placer
actuallyadditions:blockFluidCollector, Fluid Collector
actuallyadditions:blockCoffeeMachine, Coffee Maker
actuallyadditions:blockPhantomBooster, Phantom Booster
actuallyadditions:blockWild:0, Wild Canola
actuallyadditions:blockWild:1, Wild Flax
actuallyadditions:blockWild:2, Wild Rice
actuallyadditions:blockWild:3, Wild Coffee
actuallyadditions:blockQuartzWall, Black Quartz Wall
actuallyadditions:blockChiseledQuartzWall, Chiseled Black Quartz Wall
actuallyadditions:blockPillarQuartzWall, Black Quartz Pillar Wall
actuallyadditions:blockQuartzStair, Black Quartz Stairs
actuallyadditions:blockChiseledQuartzStair, Chiseled Black Quartz Stairs
actuallyadditions:blockPillarQuartzStair, Black Quartz Pillar Stairs
actuallyadditions:blockQuartzSlab, Black Quartz Slab
actuallyadditions:blockChiseledQuartzSlab, Chiseled Black Quartz Slab
actuallyadditions:blockPillarQuartzSlab, Black Quartz Pillar Slab
actuallyadditions:blockCanolaOil, Canola Oil
actuallyadditions:blockOil, Oil
actuallyadditions:blockCrystalOil, Crystallized Oil
actuallyadditions:blockEmpoweredOil, Empowered Oil
actuallyadditions:itemFillingWand:0, Handheld Filler
actuallyadditions:itemFillingWand:0, Handheld Filler
actuallyadditions:itemBag, Traveler's Sack
actuallyadditions:itemVoidBag, Void Sack
actuallyadditions:itemWorm, Worm
actuallyadditions:itemPlayerProbe, Player Probe
actuallyadditions:itemFilter, Item Filter
actuallyadditions:itemWaterBowl, Bowl of Water
actuallyadditions:itemSpawnerChanger, Spawner Changer
actuallyadditions:itemMisc:0, Paper Cone
actuallyadditions:itemMisc:1, Bio-Mash
actuallyadditions:itemMisc:2, Knife Blade
actuallyadditions:itemMisc:3, Knife Handle
actuallyadditions:itemMisc:4, Dough
actuallyadditions:itemMisc:5, Black Quartz
actuallyadditions:itemMisc:6, Ring
actuallyadditions:itemMisc:7, Basic Coil
actuallyadditions:itemMisc:8, Advanced Coil
actuallyadditions:itemMisc:9, Rice Dough
actuallyadditions:itemMisc:10, Tiny Coal
actuallyadditions:itemMisc:11, Tiny Charcoal
actuallyadditions:itemMisc:12, Rice Slimeball
actuallyadditions:itemMisc:13, Canola
actuallyadditions:itemMisc:14, Empty Cup
actuallyadditions:itemMisc:15, Bat's Wing
actuallyadditions:itemMisc:16, Drill Core
actuallyadditions:itemMisc:17, Black Dye
actuallyadditions:itemMisc:18, Lens
actuallyadditions:itemMisc:19, Ender Star
actuallyadditions:itemMisc:20, Spawner Shards
actuallyadditions:itemMisc:21, Biomass
actuallyadditions:itemMisc:22, Bio Coal
actuallyadditions:itemMisc:23, Crystallized Canola Seed
actuallyadditions:itemMisc:24, Empowered Canola Seed
actuallyadditions:itemCrateKeeper, Storage Crate Keeper
actuallyadditions:itemColorLens, Lens of Color
actuallyadditions:itemExplosionLens, Lens of Detonation
actuallyadditions:itemDamageLens, Lens of Certain Death
actuallyadditions:itemMoreDamageLens, Lens of the Killer
actuallyadditions:itemDisenchantingLens, Lens of Disenchanting
actuallyadditions:itemMiningLens, Lens of the Miner
actuallyadditions:itemCrystal:0, Restonia Crystal
actuallyadditions:itemCrystal:1, Palis Crystal
actuallyadditions:itemCrystal:2, Diamatine Crystal
actuallyadditions:itemCrystal:3, Void Crystal
actuallyadditions:itemCrystal:4, Emeradic Crystal
actuallyadditions:itemCrystal:5, Enori Crystal
actuallyadditions:itemCrystalEmpowered:0, Empowered Restonia Crystal
actuallyadditions:itemCrystalEmpowered:1, Empowered Palis Crystal
actuallyadditions:itemCrystalEmpowered:2, Empowered Diamatine Crystal
actuallyadditions:itemCrystalEmpowered:3, Empowered Void Crystal
actuallyadditions:itemCrystalEmpowered:4, Empowered Emeradic Crystal
actuallyadditions:itemCrystalEmpowered:5, Empowered Enori Crystal
actuallyadditions:itemLaserWrench, Laser Wrench
actuallyadditions:itemChestToCrateUpgrade, Chest To Storage Crate Upgrade
actuallyadditions:itemSmallToMediumCrateUpgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:itemMediumToLargeCrateUpgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:itemBooklet, Actually Additions Manual
actuallyadditions:itemGrowthRing:0, Ring of Growth
actuallyadditions:itemGrowthRing:0, Ring of Growth
actuallyadditions:itemSuctionRing:0, Ring of Magnetizing
actuallyadditions:itemSuctionRing:0, Ring of Magnetizing
actuallyadditions:itemWaterRemovalRing:0, Ring of Liquid Banning
actuallyadditions:itemWaterRemovalRing:0, Ring of Liquid Banning
actuallyadditions:itemHelmEmerald, Emerald Helmet
actuallyadditions:itemChestEmerald, Emerald Chestplate
actuallyadditions:itemPantsEmerald, Emerald Pants
actuallyadditions:itemBootsEmerald, Emerald Boots
actuallyadditions:itemHelmObsidian, Obsidian Helmet
actuallyadditions:itemChestObsidian, Obsidian Chestplate
actuallyadditions:itemPantsObsidian, Obsidian Pants
actuallyadditions:itemBootsObsidian, Obsidian Boots
actuallyadditions:itemHelmQuartz, Black Quartz Helmet
actuallyadditions:itemChestQuartz, Black Quartz Chestplate
actuallyadditions:itemPantsQuartz, Black Quartz Pants
actuallyadditions:itemBootsQuartz, Black Quartz Boots
actuallyadditions:itemTeleStaff:0, Teleport Staff
actuallyadditions:itemTeleStaff:0, Teleport Staff
actuallyadditions:itemWingsOfTheBats, Wings Of The Bats
actuallyadditions:itemDrill:0, Drill
actuallyadditions:itemDrill:0, Drill
actuallyadditions:itemDrill:1, Drill
actuallyadditions:itemDrill:1, Drill
actuallyadditions:itemDrill:2, Drill
actuallyadditions:itemDrill:2, Drill
actuallyadditions:itemDrill:3, Drill
actuallyadditions:itemDrill:3, Drill
actuallyadditions:itemDrill:4, Drill
actuallyadditions:itemDrill:4, Drill
actuallyadditions:itemDrill:5, Drill
actuallyadditions:itemDrill:5, Drill
actuallyadditions:itemDrill:6, Drill
actuallyadditions:itemDrill:6, Drill
actuallyadditions:itemDrill:7, Drill
actuallyadditions:itemDrill:7, Drill
actuallyadditions:itemDrill:8, Drill
actuallyadditions:itemDrill:8, Drill
actuallyadditions:itemDrill:9, Drill
actuallyadditions:itemDrill:9, Drill
actuallyadditions:itemDrill:10, Drill
actuallyadditions:itemDrill:10, Drill
actuallyadditions:itemDrill:11, Drill
actuallyadditions:itemDrill:11, Drill
actuallyadditions:itemDrill:12, Drill
actuallyadditions:itemDrill:12, Drill
actuallyadditions:itemDrill:13, Drill
actuallyadditions:itemDrill:13, Drill
actuallyadditions:itemDrill:14, Drill
actuallyadditions:itemDrill:14, Drill
actuallyadditions:itemDrill:15, Drill
actuallyadditions:itemDrill:15, Drill
actuallyadditions:itemBattery:0, Single Battery
actuallyadditions:itemBattery:0, Single Battery
actuallyadditions:itemBatteryDouble:0, Double Battery
actuallyadditions:itemBatteryDouble:0, Double Battery
actuallyadditions:itemBatteryTriple:0, Triple Battery
actuallyadditions:itemBatteryTriple:0, Triple Battery
actuallyadditions:itemBatteryQuadruple:0, Quadruple Battery
actuallyadditions:itemBatteryQuadruple:0, Quadruple Battery
actuallyadditions:itemBatteryQuintuple:0, Quintuple Battery
actuallyadditions:itemBatteryQuintuple:0, Quintuple Battery
actuallyadditions:itemDrillUpgradeSpeed, Drill Speed Augment I
actuallyadditions:itemDrillUpgradeSpeedII, Drill Speed Augment II
actuallyadditions:itemDrillUpgradeSpeedIII, Drill Speed Augment III
actuallyadditions:itemDrillUpgradeSilkTouch, Drill Silk Touch Augment
actuallyadditions:itemDrillUpgradeFortune, Drill Fortune Augment I
actuallyadditions:itemDrillUpgradeFortuneII, Drill Fortune Augment II (Gives Fortune III!)
actuallyadditions:itemDrillUpgradeThreeByThree, Drill Mining Augment I
actuallyadditions:itemDrillUpgradeFiveByFive, Drill Mining Augment II
actuallyadditions:itemDrillUpgradeBlockPlacing, Drill Block Placing Augment
actuallyadditions:itemFertilizer, Fertilizer
actuallyadditions:itemCoffee, Cup with Coffee
actuallyadditions:itemPhantomConnector, Phantom Connector
actuallyadditions:itemResonantRice, Resonant Rice
actuallyadditions:itemFood:0, Cheese
actuallyadditions:itemFood:1, Pumpkin Stew
actuallyadditions:itemFood:2, Carrot Juice
actuallyadditions:itemFood:3, Fish 'N' Chips
actuallyadditions:itemFood:4, French Fries
actuallyadditions:itemFood:5, French Fry
actuallyadditions:itemFood:6, Spaghetti
actuallyadditions:itemFood:7, Noodle
actuallyadditions:itemFood:8, Chocolate Cake
actuallyadditions:itemFood:9, Chocolate
actuallyadditions:itemFood:10, Toast
actuallyadditions:itemFood:11, Submarine Sandwich
actuallyadditions:itemFood:12, Big Cookie
actuallyadditions:itemFood:13, Hamburger
actuallyadditions:itemFood:14, Pizza
actuallyadditions:itemFood:15, Baguette
